No. Hidden Layers 1,No. Hidden Layers 2,Confidence Overlap,T-Statistic,P-Value,Significant Difference
4,3,False,0.42472631591123006,0.6928859802783504,False
4,2,False,1.178958384377221,0.30375303788083763,False
3,2,False,0.8275675292037342,0.45443030433874804,False
